"geneid" "chr" "left" "right"
"58" "Peak_170510" "chr10" "48576180" "48578760"
"59" "Peak_170518" "chr10" "48612880" "48614570"
"60" "Peak_170520" "chr10" "48614740" "48615740"
"61" "Peak_170521" "chr10" "48622740" "48625060"
"62" "Peak_170522" "chr10" "48624720" "48625890"
"63" "Peak_170525" "chr10" "48633610" "48635020"
"64" "Peak_167768" "chr10" "5851596" "5853276"
"65" "Peak_167772" "chr10" "5866276" "5867356"
"66" "Peak_167774" "chr10" "5873086" "5874416"
"67" "Peak_171138" "chr10" "62702450" "62702980"
"68" "Peak_171139" "chr10" "62707950" "62709360"
"69" "Peak_171144" "chr10" "62727390" "62729740"
"70" "Peak_171147" "chr10" "62735740" "62736320"
"71" "Peak_171149" "chr10" "62741910" "62744220"
"72" "Peak_171151" "chr10" "62744390" "62746060"
"73" "Peak_171155" "chr10" "62759170" "62761290"
"74" "Peak_171159" "chr10" "62778990" "62780370"
"75" "Peak_171423" "chr10" "69107370" "69108340"
"76" "Peak_171432" "chr10" "69214260" "69215530"
"77" "Peak_171434" "chr10" "69217160" "69217530"
"78" "Peak_171436" "chr10" "69222470" "69223110"
"79" "Peak_171525" "chr10" "70145190" "70147750"
"80" "Peak_171528" "chr10" "70163850" "70165350"
"81" "Peak_171530" "chr10" "70169770" "70171800"
"82" "Peak_171542" "chr10" "70266920" "70268290"
"83" "Peak_171547" "chr10" "70279510" "70281290"
"84" "Peak_171548" "chr10" "70281640" "70282510"
"85" "Peak_171684" "chr10" "71377780" "71379960"
"86" "Peak_171685" "chr10" "71382540" "71384310"
"87" "Peak_171686" "chr10" "71383080" "71385110"
"88" "Peak_172011" "chr10" "73716840" "73718440"
"89" "Peak_172012" "chr10" "73720350" "73721210"
"90" "Peak_172015" "chr10" "73742400" "73745370"
"91" "Peak_172017" "chr10" "73771220" "73773940"
"92" "Peak_172019" "chr10" "73784310" "73785810"
"93" "Peak_172021" "chr10" "73785860" "73786550"
"94" "Peak_172023" "chr10" "73803800" "73804430"
"95" "Peak_172024" "chr10" "73809210" "73811160"
"96" "Peak_172026" "chr10" "73811410" "73812780"
"97" "Peak_172028" "chr10" "73815470" "73817220"
"98" "Peak_172091" "chr10" "74148220" "74151950"
"99" "Peak_172094" "chr10" "74161770" "74165610"
"100" "Peak_172095" "chr10" "74163870" "74168750"
"101" "Peak_172096" "chr10" "74167800" "74171970"
"102" "Peak_172097" "chr10" "74174510" "74179100"
"103" "Peak_172098" "chr10" "74177810" "74185520"
"104" "Peak_172099" "chr10" "74188570" "74191590"
"105" "Peak_172100" "chr10" "74190750" "74192590"
"106" "Peak_172102" "chr10" "74203880" "74216030"
"107" "Peak_172103" "chr10" "74222790" "74229370"
"108" "Peak_172107" "chr10" "74236020" "74239420"
"109" "Peak_172109" "chr10" "74254750" "74255640"
"110" "Peak_172110" "chr10" "74255530" "74258580"
"111" "Peak_172214" "chr10" "75358480" "75360060"
"112" "Peak_172235" "chr10" "75433870" "75435230"
"113" "Peak_172372" "chr10" "77531120" "77532650"
"114" "Peak_172375" "chr10" "77541530" "77543530"
"115" "Peak_172376" "chr10" "77551390" "77553080"
"116" "Peak_172379" "chr10" "77554170" "77556810"
"117" "Peak_172643" "chr10" "79466730" "79468740"
"118" "Peak_172701" "chr10" "80145060" "80147090"
"119" "Peak_172704" "chr10" "80157900" "80160480"
"120" "Peak_172707" "chr10" "80165370" "80168170"
"121" "Peak_172709" "chr10" "80178060" "80185750"
"122" "Peak_172741" "chr10" "80386520" "80388320"
"123" "Peak_173164" "chr10" "88986610" "88989740"
"124" "Peak_173165" "chr10" "88987580" "88991040"
"125" "Peak_173510" "chr10" "93431500" "93435760"
"126" "Peak_173511" "chr10" "93434090" "93438650"
"127" "Peak_173513" "chr10" "93441470" "93444380"
"128" "Peak_173516" "chr10" "93461990" "93464040"
"129" "Peak_173517" "chr10" "93463260" "93466430"
"130" "Peak_173624" "chr10" "95660190" "95662750"
"131" "Peak_173843" "chr10" "97354840" "97356590"
"132" "Peak_173844" "chr10" "97355930" "97357860"
"133" "Peak_173845" "chr10" "97356850" "97359920"
"134" "Peak_173849" "chr10" "97364640" "97366510"
"135" "Peak_173851" "chr10" "97371830" "97374680"
"136" "Peak_173852" "chr10" "97372770" "97376410"
"137" "Peak_173853" "chr10" "97374960" "97377120"
"138" "Peak_173856" "chr10" "97398520" "97402340"
"139" "Peak_173857" "chr10" "97405510" "97406920"
"140" "Peak_173858" "chr10" "97406840" "97409610"
"141" "Peak_173860" "chr10" "97412810" "97414590"
"142" "Peak_1008" "chr11" "10041237" "10042847"
"143" "Peak_1013" "chr11" "10126737" "10128177"
"144" "Peak_6377" "chr11" "102412290" "102421720"
"145" "Peak_6392" "chr11" "102442950" "102448690"
"146" "Peak_6566" "chr11" "105054410" "105056200"
"147" "Peak_6569" "chr11" "105070240" "105071200"
"148" "Peak_6574" "chr11" "105080030" "105080750"
"149" "Peak_6577" "chr11" "105092360" "105092890"
"150" "Peak_6579" "chr11" "105099040" "105101030"
"151" "Peak_6580" "chr11" "105100900" "105101390"
"152" "Peak_6581" "chr11" "105101310" "105102020"
"153" "Peak_1077" "chr11" "10539969" "10542389"
"154" "Peak_1079" "chr11" "10564669" "10565609"
"155" "Peak_1082" "chr11" "10580309" "10583539"
"156" "Peak_1090" "chr11" "10601129" "10603039"
"157" "Peak_1092" "chr11" "10604679" "10607559"
"158" "Peak_6798" "chr11" "110372470" "110374960"
"159" "Peak_6799" "chr11" "110374060" "110376750"
"160" "Peak_6800" "chr11" "110375420" "110377810"
"161" "Peak_6808" "chr11" "110433010" "110434710"
"162" "Peak_6912" "chr11" "111796680" "111797450"
"163" "Peak_6913" "chr11" "111840790" "111841920"
"164" "Peak_6916" "chr11" "111844430" "111846660"
"165" "Peak_6917" "chr11" "111846450" "111847880"
"166" "Peak_6920" "chr11" "111870180" "111871280"
"167" "Peak_6923" "chr11" "111877750" "111878100"
"168" "Peak_6938" "chr11" "111944350" "111945060"
"169" "Peak_6943" "chr11" "111988310" "111989570"
"170" "Peak_6947" "chr11" "112023570" "112026120"
"171" "Peak_6948" "chr11" "112048040" "112049560"
"172" "Peak_6949" "chr11" "112073200" "112075240"
"173" "Peak_6950" "chr11" "112085540" "112088120"
"174" "Peak_6952" "chr11" "112103380" "112104450"
"175" "Peak_7537" "chr11" "119137870" "119138240"
"176" "Peak_7984" "chr11" "124068860" "124070690"
"177" "Peak_8002" "chr11" "124223870" "124226500"
"178" "Peak_8006" "chr11" "124264200" "124266200"
"179" "Peak_8009" "chr11" "124294470" "124295490"
"180" "Peak_8014" "chr11" "124339250" "124340290"
"181" "Peak_8151" "chr11" "126303210" "126305050"
"182" "Peak_8157" "chr11" "126317910" "126319950"
"183" "Peak_8369" "chr11" "129323680" "129324930"
"184" "Peak_8370" "chr11" "129327150" "129328750"
"185" "Peak_8371" "chr11" "129331390" "129332410"
"186" "Peak_8594" "chr11" "134252230" "134253950"
"187" "Peak_8598" "chr11" "134266340" "134267670"
"188" "Peak_1486" "chr11" "17272984" "17275454"
"189" "Peak_1488" "chr11" "17275594" "17276894"
"190" "Peak_1489" "chr11" "17276754" "17278304"
"191" "Peak_1490" "chr11" "17285464" "17286744"
"192" "Peak_1540" "chr11" "18309824" "18312884"
"193" "Peak_1541" "chr11" "18311294" "18313904"
"194" "Peak_5" "chr11" "201240" "202110"
"195" "Peak_337" "chr11" "2301200" "2303160"
"196" "Peak_407" "chr11" "2912140" "2913640"
"197" "Peak_412" "chr11" "2932030" "2934500"
"198" "Peak_1752" "chr11" "30917262" "30919182"
"199" "Peak_1753" "chr11" "30918152" "30921912"
"200" "Peak_1754" "chr11" "30920142" "30922472"
"201" "Peak_2072" "chr11" "34863992" "34865632"
"202" "Peak_2131" "chr11" "35145782" "35148162"
"203" "Peak_2145" "chr11" "35158592" "35165282"
"204" "Peak_2395" "chr11" "44065502" "44067782"
"205" "Peak_2398" "chr11" "44094832" "44097082"
"206" "Peak_2409" "chr11" "44529972" "44530762"
"207" "Peak_2702" "chr11" "47247912" "47250012"
"208" "Peak_2708" "chr11" "47270432" "47272272"
"209" "Peak_65" "chr11" "534600" "535150"
"210" "Peak_69" "chr11" "536790" "538280"
"211" "Peak_3180" "chr11" "60184430" "60186310"
"212" "Peak_3182" "chr11" "60187950" "60189050"
"213" "Peak_3184" "chr11" "60192900" "60194680"
"214" "Peak_3189" "chr11" "60204180" "60206060"
"215" "Peak_3193" "chr11" "60229970" "60231910"
"216" "Peak_3194" "chr11" "60234710" "60236310"
"217" "Peak_3198" "chr11" "60242050" "60243920"
"218" "Peak_3200" "chr11" "60250780" "60252880"
"219" "Peak_3202" "chr11" "60262800" "60264290"
"220" "Peak_3204" "chr11" "60274000" "60275840"
"221" "Peak_644" "chr11" "6093520" "6094870"
"222" "Peak_3407" "chr11" "61644990" "61645830"
"223" "Peak_3408" "chr11" "61653770" "61655560"
"224" "Peak_3448" "chr11" "61835590" "61836810"
"225" "Peak_3483" "chr11" "62004860" "62006640"
"226" "Peak_3591" "chr11" "62620810" "62623470"
"227" "Peak_3594" "chr11" "62652160" "62653910"
"228" "Peak_3662" "chr11" "63553710" "63554130"
"229" "Peak_3696" "chr11" "63682530" "63684190"
"230" "Peak_3828" "chr11" "64384806" "64387006"
"231" "Peak_3831" "chr11" "64394236" "64396566"
"232" "Peak_3832" "chr11" "64399436" "64401086"
"233" "Peak_4053" "chr11" "65523336" "65526196"
"234" "Peak_4142" "chr11" "65940376" "65942116"
"235" "Peak_4144" "chr11" "65960896" "65961966"
"236" "Peak_4149" "chr11" "65988006" "65989876"
"237" "Peak_4150" "chr11" "66001316" "66003166"
"238" "Peak_4152" "chr11" "66012646" "66014716"
"239" "Peak_4153" "chr11" "66013396" "66015446"
"240" "Peak_4441" "chr11" "68003786" "68004396"
"241" "Peak_4443" "chr11" "68008426" "68012286"
"242" "Peak_4754" "chr11" "72135386" "72137066"
"243" "Peak_4960" "chr11" "73187596" "73190706"
"244" "Peak_5293" "chr11" "75777330" "75778830"
"245" "Peak_796" "chr11" "7589910" "7591020"
"246" "Peak_797" "chr11" "7591500" "7594120"
"247" "Peak_798" "chr11" "7599470" "7601190"
"248" "Peak_114" "chr11" "762090" "763100"
"249" "Peak_126" "chr11" "798090" "798810"
"250" "Peak_127" "chr11" "805160" "805820"
"251" "Peak_128" "chr11" "808400" "810170"
"252" "Peak_129" "chr11" "810080" "811170"
"253" "Peak_5947" "chr11" "88301290" "88302110"
"254" "Peak_966" "chr11" "9630337" "9632287"
"255" "Peak_13238" "chr12" "10088925" "10090445"
"256" "Peak_13245" "chr12" "10118005" "10120805"
"257" "Peak_13294" "chr12" "10405725" "10408385"
"258" "Peak_13295" "chr12" "10408575" "10410545"
"259" "Peak_18947" "chr12" "104957880" "104959530"
"260" "Peak_18950" "chr12" "104974260" "104975730"
"261" "Peak_18951" "chr12" "104975290" "104976250"
"262" "Peak_19150" "chr12" "108268000" "108269250"
"263" "Peak_13414" "chr12" "11805315" "11812475"
"264" "Peak_13416" "chr12" "11813705" "11815725"
"265" "Peak_20149" "chr12" "118175520" "118177070"
"266" "Peak_20151" "chr12" "118181830" "118182840"
"267" "Peak_20154" "chr12" "118236260" "118238100"
"268" "Peak_20234" "chr12" "120125680" "120127730"
"269" "Peak_20280" "chr12" "120467970" "120469170"
"270" "Peak_20284" "chr12" "120483510" "120484030"
"271" "Peak_20288" "chr12" "120528480" "120530790"
"272" "Peak_20293" "chr12" "120539540" "120541360"
"273" "Peak_20294" "chr12" "120549720" "120551140"
"274" "Peak_20298" "chr12" "120578580" "120582480"
"275" "Peak_20300" "chr12" "120583660" "120584830"
"276" "Peak_20313" "chr12" "120651140" "120652850"
"277" "Peak_20411" "chr12" "121196240" "121199340"
"278" "Peak_20422" "chr12" "121238940" "121240570"
"279" "Peak_20574" "chr12" "121968230" "121969630"
"280" "Peak_20578" "chr12" "121991340" "121992850"
"281" "Peak_20623" "chr12" "122380580" "122381830"
"282" "Peak_20626" "chr12" "122398980" "122401390"
"283" "Peak_20629" "chr12" "122412910" "122414520"
"284" "Peak_20632" "chr12" "122420490" "122422430"
"285" "Peak_20635" "chr12" "122423080" "122424200"
"286" "Peak_20638" "chr12" "122448970" "122449800"
"287" "Peak_20640" "chr12" "122452840" "122454010"
"288" "Peak_20641" "chr12" "122453930" "122454540"
"289" "Peak_20642" "chr12" "122463760" "122465380"
"290" "Peak_20748" "chr12" "123105930" "123108020"
"291" "Peak_20749" "chr12" "123114810" "123116430"
"292" "Peak_21013" "chr12" "124851670" "124853810"
"293" "Peak_13621" "chr12" "14415595" "14417695"
"294" "Peak_13622" "chr12" "14416985" "14418665"
"295" "Peak_14049" "chr12" "24896690" "24900310"
"296" "Peak_14050" "chr12" "24898870" "24902220"
"297" "Peak_14053" "chr12" "24908090" "24911800"
"298" "Peak_14054" "chr12" "24921170" "24923120"
"299" "Peak_14055" "chr12" "24927040" "24928280"
"300" "Peak_14056" "chr12" "24930790" "24933030"
"301" "Peak_14086" "chr12" "25071570" "25075150"
"302" "Peak_14167" "chr12" "26327690" "26329070"
"303" "Peak_14169" "chr12" "26334290" "26335890"
"304" "Peak_14170" "chr12" "26340330" "26341730"
"305" "Peak_12445" "chr12" "3129342" "3130192"
"306" "Peak_14708" "chr12" "40136208" "40139738"
"307" "Peak_14711" "chr12" "40151858" "40153528"
"308" "Peak_14722" "chr12" "40194268" "40196348"
"309" "Peak_14801" "chr12" "42236788" "42238658"
"310" "Peak_14802" "chr12" "42238488" "42239278"
"311" "Peak_14808" "chr12" "42283998" "42285158"
"312" "Peak_14811" "chr12" "42324748" "42327758"
"313" "Peak_14815" "chr12" "42371798" "42372618"
"314" "Peak_14819" "chr12" "42381538" "42383308"
"315" "Peak_14834" "chr12" "42697328" "42698948"
"316" "Peak_12558" "chr12" "4288195" "4290555"
"317" "Peak_15073" "chr12" "47355168" "47357818"
"318" "Peak_15186" "chr12" "48182708" "48184238"
"319" "Peak_15190" "chr12" "48197218" "48200108"
"320" "Peak_15194" "chr12" "48263498" "48264278"
"321" "Peak_15195" "chr12" "48278388" "48280418"
"322" "Peak_15197" "chr12" "48282108" "48284968"
"323" "Peak_15199" "chr12" "48285148" "48286828"
"324" "Peak_15249" "chr12" "48954198" "48956368"
"325" "Peak_15254" "chr12" "48969858" "48970388"
"326" "Peak_15256" "chr12" "48971668" "48973638"
"327" "Peak_15311" "chr12" "49219038" "49221108"
"328" "Peak_15575" "chr12" "51318320" "51322060"
"329" "Peak_15578" "chr12" "51323520" "51325070"
"330" "Peak_15688" "chr12" "51989680" "51990950"
"331" "Peak_15690" "chr12" "51992540" "51993590"
"332" "Peak_16008" "chr12" "54306350" "54308560"
"333" "Peak_16009" "chr12" "54315080" "54316370"
"334" "Peak_16013" "chr12" "54323780" "54326120"
"335" "Peak_16016" "chr12" "54327860" "54329890"
"336" "Peak_16019" "chr12" "54336710" "54338510"
"337" "Peak_16226" "chr12" "55995870" "55997870"
"338" "Peak_16228" "chr12" "56003230" "56003820"
"339" "Peak_16229" "chr12" "56006940" "56008350"
"340" "Peak_16233" "chr12" "56040970" "56043360"
"341" "Peak_16236" "chr12" "56078680" "56080470"
"342" "Peak_16330" "chr12" "56699430" "56701590"
"343" "Peak_16511" "chr12" "57816430" "57817550"
"344" "Peak_12151" "chr12" "609701" "611911"
"345" "Peak_12643" "chr12" "6136845" "6140595"
"346" "Peak_16605" "chr12" "62191470" "62193660"
"347" "Peak_16609" "chr12" "62202800" "62203270"
"348" "Peak_16612" "chr12" "62211160" "62213820"
"349" "Peak_16613" "chr12" "62211960" "62214890"
"350" "Peak_12159" "chr12" "629941" "631091"
"351" "Peak_17122" "chr12" "68784490" "68787050"
"352" "Peak_17123" "chr12" "68785920" "68789520"
"353" "Peak_17127" "chr12" "68807260" "68809870"
"354" "Peak_17129" "chr12" "68827150" "68827830"
"355" "Peak_17175" "chr12" "69238340" "69240760"
"356" "Peak_17177" "chr12" "69240850" "69244150"
"357" "Peak_17183" "chr12" "69283050" "69284860"
"358" "Peak_17186" "chr12" "69290910" "69292210"
"359" "Peak_17429" "chr12" "76560430" "76563240"
"360" "Peak_17430" "chr12" "76569290" "76570360"
"361" "Peak_17434" "chr12" "76587070" "76588520"
"362" "Peak_17435" "chr12" "76588080" "76590300"
"363" "Peak_17438" "chr12" "76610980" "76612490"
"364" "Peak_17439" "chr12" "76620880" "76622310"
"365" "Peak_12960" "chr12" "7985555" "7988535"
"366" "Peak_12961" "chr12" "7988815" "7991825"
"367" "Peak_12964" "chr12" "7993845" "7995295"
"368" "Peak_12965" "chr12" "7994885" "7996445"
"369" "Peak_12967" "chr12" "8001175" "8001845"
"370" "Peak_13032" "chr12" "8539575" "8542085"
"371" "Peak_13034" "chr12" "8542185" "8543005"
"372" "Peak_13036" "chr12" "8544515" "8547905"
"373" "Peak_17786" "chr12" "89542490" "89543940"
"374" "Peak_17798" "chr12" "89618380" "89643140"
"375" "Peak_17799" "chr12" "89622130" "89644770"
"376" "Peak_17802" "chr12" "89647860" "89650370"
"377" "Peak_17816" "chr12" "89678130" "89679720"
"378" "Peak_18351" "chr12" "95072540" "95074440"
"379" "Peak_18353" "chr12" "95088110" "95089290"
"380" "Peak_18354" "chr12" "95095450" "95096840"
"381" "Peak_18355" "chr12" "95102720" "95104630"
"382" "Peak_18357" "chr12" "95126350" "95127610"
"383" "Peak_18358" "chr12" "95131430" "95133950"
"384" "Peak_18417" "chr12" "96053060" "96056190"
"385" "Peak_24968" "chr13" "102580130" "102581350"
"386" "Peak_25210" "chr13" "110519870" "110521970"
"387" "Peak_25236" "chr13" "110665510" "110667140"
"388" "Peak_25237" "chr13" "110675200" "110677820"
"389" "Peak_25240" "chr13" "110697260" "110698810"
"390" "Peak_25342" "chr13" "113272190" "113273790"
"391" "Peak_25370" "chr13" "113491870" "113494450"
"392" "Peak_25371" "chr13" "113505820" "113506730"
"393" "Peak_25382" "chr13" "113552790" "113553740"
"394" "Peak_25451" "chr13" "114127820" "114130730"
"395" "Peak_21840" "chr13" "27423558" "27425048"
"396" "Peak_22351" "chr13" "33122728" "33124698"
"397" "Peak_22409" "chr13" "33757198" "33758698"
"398" "Peak_22512" "chr13" "39413968" "39414718"
"399" "Peak_22523" "chr13" "39641418" "39642428"
"400" "Peak_23075" "chr13" "46122858" "46126138"
"401" "Peak_23453" "chr13" "49529328" "49533128"
"402" "Peak_23455" "chr13" "49533258" "49535008"
"403" "Peak_23719" "chr13" "51600490" "51602590"
"404" "Peak_23722" "chr13" "51613050" "51615510"
"405" "Peak_23728" "chr13" "51631120" "51633710"
"406" "Peak_23729" "chr13" "51634780" "51636600"
"407" "Peak_23731" "chr13" "51643850" "51647170"
"408" "Peak_23740" "chr13" "51712480" "51715910"
"409" "Peak_24028" "chr13" "75309630" "75311080"
"410" "Peak_24030" "chr13" "75318890" "75319880"
"411" "Peak_24032" "chr13" "75325900" "75327650"
"412" "Peak_24553" "chr13" "95288070" "95290050"
"413" "Peak_24688" "chr13" "97383840" "97385530"
"414" "Peak_24859" "chr13" "99429060" "99434310"
"415" "Peak_30190" "chr14" "100339390" "100344370"
"416" "Peak_30191" "chr14" "100350040" "100351200"
"417" "Peak_30194" "chr14" "100371670" "100377800"
"418" "Peak_25555" "chr14" "20713830" "20716910"
"419" "Peak_25589" "chr14" "20873050" "20874750"
"420" "Peak_25816" "chr14" "22870400" "22872340"
"421" "Peak_25817" "chr14" "22871990" "22873280"
"422" "Peak_25838" "chr14" "23006140" "23009720"
"423" "Peak_25946" "chr14" "23988020" "23989100"
"424" "Peak_25965" "chr14" "24051660" "24052520"
"425" "Peak_25993" "chr14" "24211890" "24215450"
"426" "Peak_25995" "chr14" "24231320" "24235180"
"427" "Peak_26020" "chr14" "24326660" "24329220"
"428" "Peak_26022" "chr14" "24329340" "24330720"
"429" "Peak_26025" "chr14" "24332100" "24332890"
"430" "Peak_26026" "chr14" "24332710" "24333590"
"431" "Peak_26027" "chr14" "24333140" "24334250"
"432" "Peak_26032" "chr14" "24339170" "24340820"
"433" "Peak_26075" "chr14" "24672410" "24674450"
"434" "Peak_26076" "chr14" "24673890" "24675280"
"435" "Peak_26077" "chr14" "24678400" "24680040"
"436" "Peak_26079" "chr14" "24694360" "24697590"
"437" "Peak_26201" "chr14" "31355210" "31357380"
"438" "Peak_26206" "chr14" "31409570" "31411670"
"439" "Peak_26211" "chr14" "31420100" "31421610"
"440" "Peak_26304" "chr14" "34400150" "34401560"
"441" "Peak_26978" "chr14" "54772690" "54774940"
"442" "Peak_26979" "chr14" "54775610" "54777350"
"443" "Peak_26992" "chr14" "54855550" "54860950"
"444" "Peak_27307" "chr14" "59823180" "59823490"
"445" "Peak_27330" "chr14" "60150800" "60154150"
"446" "Peak_27335" "chr14" "60160950" "60162600"
"447" "Peak_27336" "chr14" "60163990" "60166290"
"448" "Peak_28312" "chr14" "73178840" "73181470"
"449" "Peak_28314" "chr14" "73228290" "73228810"
"450" "Peak_28455" "chr14" "74488020" "74490510"
"451" "Peak_28461" "chr14" "74514280" "74515550"
"452" "Peak_28562" "chr14" "75195920" "75198000"
"453" "Peak_28563" "chr14" "75198280" "75199330"
"454" "Peak_28566" "chr14" "75204550" "75206060"
"455" "Peak_28663" "chr14" "75596660" "75598260"
"456" "Peak_28666" "chr14" "75604370" "75606250"
"457" "Peak_28668" "chr14" "75609490" "75611670"
"458" "Peak_28669" "chr14" "75613370" "75616490"
"459" "Peak_28724" "chr14" "76719870" "76721710"
"460" "Peak_28729" "chr14" "76729530" "76730870"
"461" "Peak_28731" "chr14" "76742580" "76743870"
"462" "Peak_28748" "chr14" "76832120" "76833780"
"463" "Peak_29138" "chr14" "88074780" "88076610"
"464" "Peak_29339" "chr14" "90093840" "90095070"
"465" "Peak_29638" "chr14" "92486800" "92490260"
"466" "Peak_29640" "chr14" "92490490" "92494450"
"467" "Peak_29641" "chr14" "92493320" "92496610"
"468" "Peak_31052" "chr15" "30822880" "30824480"
"469" "Peak_31488" "chr15" "39309600" "39311440"
"470" "Peak_31489" "chr15" "39312360" "39318460"
"471" "Peak_31490" "chr15" "39325120" "39329250"
"472" "Peak_31847" "chr15" "41906958" "41907788"
"473" "Peak_32306" "chr15" "50057650" "50061610"
"474" "Peak_32308" "chr15" "50061750" "50068200"
"475" "Peak_32312" "chr15" "50087420" "50090050"
"476" "Peak_32315" "chr15" "50090640" "50096860"
"477" "Peak_32321" "chr15" "50101450" "50109210"
"478" "Peak_32393" "chr15" "50854570" "50855270"
"479" "Peak_32396" "chr15" "50876130" "50878920"
"480" "Peak_32419" "chr15" "51096510" "51098190"
"481" "Peak_33248" "chr15" "62931250" "62932480"
"482" "Peak_33250" "chr15" "62940400" "62941440"
"483" "Peak_33263" "chr15" "63096900" "63097710"
"484" "Peak_33264" "chr15" "63103280" "63104860"
"485" "Peak_33543" "chr15" "64823650" "64825260"
"486" "Peak_33544" "chr15" "64824480" "64826360"
"487" "Peak_33546" "chr15" "64834460" "64836400"
"488" "Peak_33548" "chr15" "64836510" "64838600"
"489" "Peak_33549" "chr15" "64840720" "64842260"
"490" "Peak_33551" "chr15" "64842360" "64844050"
"491" "Peak_33553" "chr15" "64844220" "64846270"
"492" "Peak_33557" "chr15" "64850710" "64852540"
"493" "Peak_33562" "chr15" "64868750" "64870480"
"494" "Peak_33950" "chr15" "68030820" "68032710"
"495" "Peak_33951" "chr15" "68031690" "68034090"
"496" "Peak_33953" "chr15" "68041480" "68042810"
"497" "Peak_33954" "chr15" "68053240" "68058940"
"498" "Peak_34067" "chr15" "69130930" "69133060"
"499" "Peak_34068" "chr15" "69132160" "69133690"
"500" "Peak_34520" "chr15" "73956630" "73957400"
"501" "Peak_34524" "chr15" "73972480" "73973560"
"502" "Peak_34963" "chr15" "77944170" "77945020"
"503" "Peak_35045" "chr15" "78454040" "78456110"
"504" "Peak_35049" "chr15" "78506630" "78508270"
"505" "Peak_35125" "chr15" "79348020" "79349240"
"506" "Peak_35375" "chr15" "82832430" "82834100"
"507" "Peak_35406" "chr15" "83092150" "83093230"
"508" "Peak_35407" "chr15" "83099380" "83101180"
"509" "Peak_35678" "chr15" "89067160" "89068790"
"510" "Peak_35680" "chr15" "89068870" "89072370"
"511" "Peak_35781" "chr15" "89820090" "89823010"
"512" "Peak_35786" "chr15" "89827250" "89829680"
"513" "Peak_35788" "chr15" "89834220" "89836350"
"514" "Peak_35789" "chr15" "89835090" "89839190"
"515" "Peak_35790" "chr15" "89837900" "89840870"
"516" "Peak_35793" "chr15" "89847330" "89851290"
"517" "Peak_35796" "chr15" "89869220" "89871260"
"518" "Peak_35797" "chr15" "89874480" "89878430"
