"geneid" "chr" "left" "right"
"88" "ENSG00000107890_ANKRD26" "chr10" "26991914" "27100498"
"89" "ENSG00000120539_MASTL" "chr10" "27154824" "27186924"
"90" "ENSG00000099246_RAB18" "chr10" "27504174" "27542237"
"91" "ENSG00000150054_MPP7" "chr10" "28050993" "28334486"
"92" "ENSG00000095787_WAC" "chr10" "28532493" "28623112"
"93" "ENSG00000095739_BAMBI" "chr10" "28677342" "28682939"
"94" "ENSG00000197321_SVIL" "chr10" "29457338" "29736781"
"95" "ENSG00000107951_MTPAP" "chr10" "30309801" "30374448"
"96" "ENSG00000107968_MAP3K8" "chr10" "30433937" "30461833"
"97" "ENSG00000067057_PFKP" "chr10" "3066333" "3137712"
"98" "ENSG00000107959_PITRM1" "chr10" "3137728" "3172841"
"99" "ENSG00000165322_ARHGAP12" "chr10" "31805404" "31928876"
"100" "ENSG00000170759_KIF5B" "chr10" "32009010" "32056431"
"101" "ENSG00000120616_EPC1" "chr10" "32267751" "32378798"
"102" "ENSG00000099250_NRP1" "chr10" "33177492" "33336262"
"103" "ENSG00000175395_ZNF25" "chr10" "37949572" "37976633"
"104" "ENSG00000196693_ZNF33B" "chr10" "42574185" "42638568"
"105" "ENSG00000165733_BMS1" "chr10" "42782801" "42834937"
"106" "ENSG00000169813_HNRNPF" "chr10" "43385617" "43409166"
"107" "ENSG00000169740_ZNF32" "chr10" "43643859" "43648856"
"108" "ENSG00000107551_RASSF4" "chr10" "44959407" "44995891"
"109" "ENSG00000012779_ALOX5" "chr10" "45374176" "45446119"
"110" "ENSG00000165406_Mar-08" "chr10" "45454585" "45594906"
"111" "ENSG00000172661_WASHC2C" "chr10" "45727200" "45792961"
"112" "ENSG00000266412_NCOA4" "chr10" "46005088" "46030714"
"113" "ENSG00000128805_ARHGAP22" "chr10" "48446034" "48656265"
"114" "ENSG00000151632_AKR1C2" "chr10" "4987400" "5018031"
"115" "ENSG00000204149_AGAP6" "chr10" "49982190" "50010499"
"116" "ENSG00000099290_WASHC2A" "chr10" "50067888" "50133506"
"117" "ENSG00000196139_AKR1C3" "chr10" "5035354" "5107686"
"118" "ENSG00000173848_NET1" "chr10" "5412551" "5458463"
"119" "ENSG00000196372_ASB13" "chr10" "5638867" "5666595"
"120" "ENSG00000057608_GDI2" "chr10" "5765223" "5842132"
"121" "ENSG00000122873_CISD1" "chr10" "58269058" "58289586"
"122" "ENSG00000108064_TFAM" "chr10" "58385022" "58399221"
"123" "ENSG00000134461_ANKRD16" "chr10" "5861617" "5889906"
"124" "ENSG00000134452_FBH1" "chr10" "5890203" "5937594"
"125" "ENSG00000134470_IL15RA" "chr10" "5943639" "5978187"
"126" "ENSG00000108091_CCDC6" "chr10" "59788763" "59906656"
"127" "ENSG00000134453_RBM17" "chr10" "6088987" "6117457"
"128" "ENSG00000181915_ADO" "chr10" "62804857" "62808483"
"129" "ENSG00000165476_REEP3" "chr10" "63521363" "63625123"
"130" "ENSG00000096717_SIRT1" "chr10" "67884669" "67918390"
"131" "ENSG00000096746_HNRNPH3" "chr10" "68331174" "68343191"
"132" "ENSG00000122862_SRGN" "chr10" "69088106" "69104811"
"133" "ENSG00000122958_VPS26A" "chr10" "69123512" "69172861"
"134" "ENSG00000156502_SUPV3L1" "chr10" "69180232" "69209099"
"135" "ENSG00000156515_HK1" "chr10" "69269984" "69401884"
"136" "ENSG00000099284_H2AFY2" "chr10" "70052796" "70112280"
"137" "ENSG00000156521_TYSND1" "chr10" "70137981" "70146676"
"138" "ENSG00000079332_SAR1A" "chr10" "70147289" "70170523"
"139" "ENSG00000180817_PPA1" "chr10" "70202830" "70233911"
"140" "ENSG00000172731_LRRC20" "chr10" "70298970" "70382650"
"141" "ENSG00000148730_EIF4EBP2" "chr10" "70404379" "70428618"
"142" "ENSG00000166228_PCBD1" "chr10" "70882280" "70888784"
"143" "ENSG00000198246_SLC29A3" "chr10" "71319258" "71381423"
"144" "ENSG00000107736_CDH23" "chr10" "71396934" "71815947"
"145" "ENSG00000198879_SFMBT2" "chr10" "7158624" "7411486"
"146" "ENSG00000107738_VSIR" "chr10" "71747559" "71773498"
"147" "ENSG00000138303_ASCC1" "chr10" "72096032" "72217134"
"148" "ENSG00000166295_ANAPC16" "chr10" "72216000" "72235860"
"149" "ENSG00000148719_DNAJB12" "chr10" "72332830" "72355230"
"150" "ENSG00000107745_MICU1" "chr10" "72367327" "72626191"
"151" "ENSG00000122884_P4HA1" "chr10" "73007217" "73096974"
"152" "ENSG00000166321_NUDT13" "chr10" "73110375" "73131828"
"153" "ENSG00000182180_MRPS16" "chr10" "73248843" "73252693"
"154" "ENSG00000138279_ANXA7" "chr10" "73375101" "73414076"
"155" "ENSG00000166507_NDST2" "chr10" "73801911" "73811798"
"156" "ENSG00000148660_CAMK2G" "chr10" "73812501" "73874591"
"157" "ENSG00000035403_VCL" "chr10" "73995193" "74121363"
"158" "ENSG00000185009_AP3M1" "chr10" "74120255" "74151063"
"159" "ENSG00000270087_ZNF503" "chr10" "75279726" "75401246"
"160" "ENSG00000165655_ZNF503" "chr10" "75397830" "75401906"
"161" "ENSG00000148655_LRMDA" "chr10" "75431453" "76560167"
"162" "ENSG00000156113_KCNMA1" "chr10" "76869601" "77638369"
"163" "ENSG00000165629_ATP5F1C" "chr10" "7788129" "7807815"
"164" "ENSG00000165424_ZCCHC24" "chr10" "79382325" "79445627"
"165" "ENSG00000133661_SFTPD" "chr10" "79937740" "79982614"
"166" "ENSG00000133678_TMEM254" "chr10" "80078646" "80092557"
"167" "ENSG00000122359_ANXA11" "chr10" "80150889" "80205572"
"168" "ENSG00000108219_TSPAN14" "chr10" "80454166" "80533123"
"169" "ENSG00000107929_LARP4B" "chr10" "806914" "931705"
"170" "ENSG00000165678_GHITM" "chr10" "84139440" "84153245"
"171" "ENSG00000107771_CCSER2" "chr10" "84328558" "84518521"
"172" "ENSG00000198682_PAPSS2" "chr10" "87659613" "87747705"
"173" "ENSG00000184719_RNLS" "chr10" "88273864" "88584530"
"174" "ENSG00000138134_STAMBPL1" "chr10" "88879734" "88975153"
"175" "ENSG00000107796_ACTA2" "chr10" "88935074" "88991339"
"176" "ENSG00000026103_FAS" "chr10" "88990582" "89015785"
"177" "ENSG00000107798_LIPA" "chr10" "89213569" "89414557"
"178" "ENSG00000119917_IFIT3" "chr10" "89327894" "89340971"
"179" "ENSG00000152778_IFIT5" "chr10" "89414586" "89421001"
"180" "ENSG00000198060_Mar-05" "chr10" "92291163" "92353964"
"181" "ENSG00000138119_MYOF" "chr10" "93306429" "93482317"
"182" "ENSG00000173145_NOC3L" "chr10" "94333226" "94362959"
"183" "ENSG00000107438_PDLIM1" "chr10" "95237572" "95291024"
"184" "ENSG00000119977_TCTN3" "chr10" "95663396" "95694143"
"185" "ENSG00000138185_ENTPD1" "chr10" "95711779" "95869695"
"186" "ENSG00000077147_TM9SF3" "chr10" "96518109" "96587452"
"187" "ENSG00000155629_PIK3AP1" "chr10" "96593312" "96720514"
"188" "ENSG00000165879_FRAT1" "chr10" "97319267" "97321915"
"189" "ENSG00000181274_FRAT2" "chr10" "97332497" "97334709"
"190" "ENSG00000052749_RRP12" "chr10" "97356358" "97426076"
"191" "ENSG00000171314_PGAM1" "chr10" "97426160" "97433441"
"192" "ENSG00000119986_AVPI1" "chr10" "97677424" "97687323"
"193" "ENSG00000119943_PYROXD2" "chr10" "98383565" "98415184"
"194" "ENSG00000107521_HPS1" "chr10" "98416198" "98446947"
"195" "ENSG00000107937_GTPBP4" "chr10" "988019" "1019936"
"196" "ENSG00000120053_GOT1" "chr10" "99396870" "99431569"
"197" "ENSG00000155287_SLC25A28" "chr10" "99610522" "99620609"
"198" "ENSG00000014919_COX15" "chr10" "99711844" "99732100"
"199" "ENSG00000023445_BIRC3" "chr11" "102317450" "102339403"
"200" "ENSG00000152558_TMEM123" "chr11" "102396332" "102470384"
"201" "ENSG00000148926_ADM" "chr11" "10304680" "10307397"
"202" "ENSG00000137692_DCUN1D5" "chr11" "103062076" "103092215"
"203" "ENSG00000137757_CASP5" "chr11" "104994235" "105023168"
"204" "ENSG00000137752_CASP1" "chr11" "105025443" "105035250"
"205" "ENSG00000204397_CARD16" "chr11" "105041326" "105101431"
"206" "ENSG00000255221_CARD17" "chr11" "105092469" "105101431"
"207" "ENSG00000072952_MRVI1" "chr11" "10573091" "10693988"
"208" "ENSG00000149313_AASDHPPT" "chr11" "106075501" "106098710"
"209" "ENSG00000152404_CWF19L2" "chr11" "107326345" "107457844"
"210" "ENSG00000110660_SLC35F2" "chr11" "107790991" "107928293"
"211" "ENSG00000236287_ZBED5" "chr11" "10812074" "10858796"
"212" "ENSG00000075239_ACAT1" "chr11" "108121516" "108147776"
"213" "ENSG00000149308_NPAT" "chr11" "108157215" "108222642"
"214" "ENSG00000149311_ATM" "chr11" "108222484" "108369102"
"215" "ENSG00000178202_KDELC2" "chr11" "108472105" "108498432"
"216" "ENSG00000178105_DDX10" "chr11" "108665025" "108940930"
"217" "ENSG00000137714_FDX1" "chr11" "110429883" "110464881"
"218" "ENSG00000137713_PPP2R1B" "chr11" "111726908" "111766427"
"219" "ENSG00000137720_C11orf1" "chr11" "111878935" "111885975"
"220" "ENSG00000150776_NKAPD1" "chr11" "112074086" "112085150"
"221" "ENSG00000149292_TTC12" "chr11" "113314529" "113383544"
"222" "ENSG00000137656_BUD13" "chr11" "116748170" "116772988"
"223" "ENSG00000160584_SIK3" "chr11" "116843402" "117098437"
"224" "ENSG00000168092_PAFAH1B2" "chr11" "117144267" "117176894"
"225" "ENSG00000149577_SIDT2" "chr11" "117178733" "117197445"
"226" "ENSG00000149591_TAGLN" "chr11" "117199321" "117204782"
"227" "ENSG00000160613_PCSK7" "chr11" "117204337" "117232525"
"228" "ENSG00000186318_BACE1" "chr11" "117285207" "117316259"
"229" "ENSG00000137726_FXYD6" "chr11" "117836976" "117877486"
"230" "ENSG00000160593_JAML" "chr11" "118193740" "118225094"
"231" "ENSG00000149573_MPZL2" "chr11" "118253403" "118264536"
"232" "ENSG00000167283_ATP5MG" "chr11" "118401154" "118431496"
"233" "ENSG00000118096_IFT46" "chr11" "118544528" "118572970"
"234" "ENSG00000095139_ARCN1" "chr11" "118572390" "118603033"
"235" "ENSG00000186166_CCDC84" "chr11" "118998142" "119015791"
"236" "ENSG00000196655_TRAPPC4" "chr11" "119018432" "119025454"
"237" "ENSG00000137700_SLC37A4" "chr11" "119024114" "119030906"
"238" "ENSG00000160695_VPS11" "chr11" "119067692" "119081978"
"239" "ENSG00000256269_HMBS" "chr11" "119084866" "119093549"
"240" "ENSG00000172269_DPAGT1" "chr11" "119096503" "119108331"
"241" "ENSG00000172375_C2CD2L" "chr11" "119102198" "119118544"
"242" "ENSG00000172273_HINFP" "chr11" "119121587" "119136044"
"243" "ENSG00000110395_CBL" "chr11" "119206276" "119313926"
"244" "ENSG00000184232_OAF" "chr11" "120210767" "120230332"
"245" "ENSG00000109929_SC5D" "chr11" "121292453" "121308694"
"246" "ENSG00000154127_UBASH3B" "chr11" "122655675" "122814473"
"247" "ENSG00000110002_VWA5A" "chr11" "124115362" "124147721"
"248" "ENSG00000064199_SPA17" "chr11" "124673798" "124697518"
"249" "ENSG00000154146_NRGN" "chr11" "124739846" "124747210"
"250" "ENSG00000154134_ROBO3" "chr11" "124865386" "124881470"
"251" "ENSG00000150433_TMEM218" "chr11" "125096545" "125111763"
"252" "ENSG00000134910_STT3A" "chr11" "125591712" "125625215"
"253" "ENSG00000110060_PUS3" "chr11" "125893485" "125903221"
"254" "ENSG00000165526_RPUSD4" "chr11" "126202094" "126211692"
"255" "ENSG00000197798_FAM118B" "chr11" "126211414" "126262986"
"256" "ENSG00000110074_FOXRED1" "chr11" "126269055" "126278131"
"257" "ENSG00000150455_TIRAP" "chr11" "126283065" "126298845"
"258" "ENSG00000110063_DCPS" "chr11" "126303752" "126345754"
"259" "ENSG00000078902_TOLLIP" "chr11" "1274371" "1309654"
"260" "ENSG00000134909_ARHGAP32" "chr11" "128965060" "129279324"
"261" "ENSG00000151715_TMEM45B" "chr11" "129815819" "129860003"
"262" "ENSG00000149418_ST14" "chr11" "130159562" "130210376"
"263" "ENSG00000120451_SNX19" "chr11" "130875436" "130916509"
"264" "ENSG00000133794_ARNTL" "chr11" "13276652" "13387266"
"265" "ENSG00000148925_BTBD10" "chr11" "13388001" "13463297"
"266" "ENSG00000151503_NCAPD3" "chr11" "134150119" "134225454"
"267" "ENSG00000151502_VPS26B" "chr11" "134224645" "134247792"
"268" "ENSG00000151500_THYN1" "chr11" "134248279" "134253370"
"269" "ENSG00000151498_ACAD8" "chr11" "134253495" "134265855"
"270" "ENSG00000197601_FAR1" "chr11" "13668670" "13732346"
"271" "ENSG00000129083_COPB1" "chr11" "14443440" "14500027"
"272" "ENSG00000110696_C11orf58" "chr11" "16613132" "16756881"
"273" "ENSG00000177951_BET1L" "chr11" "167784" "207428"
"274" "ENSG00000110700_RPS13" "chr11" "17074389" "17077787"
"275" "ENSG00000070081_NUCB2" "chr11" "17208153" "17349980"
"276" "ENSG00000129158_SERGEF" "chr11" "17788048" "18013162"
"277" "ENSG00000166788_SAAL1" "chr11" "18069935" "18106091"
"278" "ENSG00000110756_HPS5" "chr11" "18278668" "18322198"
"279" "ENSG00000110768_GTF2H1" "chr11" "18322295" "18367044"
"280" "ENSG00000134333_LDHA" "chr11" "18394388" "18408425"
"281" "ENSG00000151116_UEVLD" "chr11" "18529609" "18588747"
"282" "ENSG00000151117_TMEM86A" "chr11" "18693122" "18704785"
"283" "ENSG00000109854_HTATIP2" "chr11" "20363685" "20383783"
"284" "ENSG00000177963_RIC8A" "chr11" "207511" "215113"
"285" "ENSG00000183734_ASCL2" "chr11" "2268495" "2270952"
"286" "ENSG00000064201_TSPAN32" "chr11" "2301997" "2318200"
"287" "ENSG00000110651_CD81" "chr11" "2376177" "2397419"
"288" "ENSG00000169519_METTL15" "chr11" "28108248" "28527041"
"289" "ENSG00000254827_SLC22A18AS" "chr11" "2887780" "2903740"
"290" "ENSG00000142102_PGGHG" "chr11" "289135" "296107"
"291" "ENSG00000110628_SLC22A18" "chr11" "2899721" "2925246"
"292" "ENSG00000205531_NAP1L4" "chr11" "2944431" "2992377"
"293" "ENSG00000152219_ARL14EP" "chr11" "30323051" "30338227"
"294" "ENSG00000185201_IFITM2" "chr11" "307631" "315272"
"295" "ENSG00000021762_OSBPL5" "chr11" "3087116" "3166739"
"296" "ENSG00000142089_IFITM3" "chr11" "319669" "327537"
"297" "ENSG00000176102_CSTF3" "chr11" "33077188" "33162371"
"298" "ENSG00000110422_HIPK3" "chr11" "33256672" "33357023"
"299" "ENSG00000005801_ZNF195" "chr11" "3339261" "3379222"
"300" "ENSG00000085063_CD59" "chr11" "33703010" "33736491"
"301" "ENSG00000121691_CAT" "chr11" "34438925" "34472062"
"302" "ENSG00000149089_APIP" "chr11" "34853094" "34916499"
"303" "ENSG00000110435_PDHX" "chr11" "34915829" "35020591"
"304" "ENSG00000026508_CD44" "chr11" "35138870" "35232402"
"305" "ENSG00000179241_LDLRAD3" "chr11" "35943981" "36232136"
"306" "ENSG00000135362_PRR5L" "chr11" "36296288" "36465204"
"307" "ENSG00000166352_C11orf74" "chr11" "36594493" "36659290"
"308" "ENSG00000177105_RHOG" "chr11" "3826978" "3840983"
"309" "ENSG00000167323_STIM1" "chr11" "3854527" "4093210"
"310" "ENSG00000185187_SIGIRR" "chr11" "405716" "417455"
"311" "ENSG00000167325_RRM1" "chr11" "4094707" "4138876"
"312" "ENSG00000149084_HSD17B12" "chr11" "43680558" "43856617"
"313" "ENSG00000132109_TRIM21" "chr11" "4384897" "4393696"
"314" "ENSG00000166199_ALKBH3" "chr11" "43880811" "43920266"
"315" "ENSG00000110455_ACCS" "chr11" "44065925" "44084222"
"316" "ENSG00000151348_EXT2" "chr11" "44095549" "44245429"
"317" "ENSG00000085117_CD82" "chr11" "44564427" "44620363"
"318" "ENSG00000181830_SLC35C1" "chr11" "45804072" "45813015"
"319" "ENSG00000121671_CRY2" "chr11" "45847118" "45883248"
"320" "ENSG00000167333_TRIM68" "chr11" "4598672" "4608259"
"321" "ENSG00000149182_ARFGAP2" "chr11" "47164299" "47177125"
"322" "ENSG00000134574_DDB2" "chr11" "47214465" "47239240"
"323" "ENSG00000134575_ACP2" "chr11" "47239302" "47248906"
"324" "ENSG00000025434_NR1H3" "chr11" "47248300" "47269032"
"325" "ENSG00000110514_MADD" "chr11" "47269161" "47330031"
"326" "ENSG00000134571_MYBPC3" "chr11" "47331397" "47352702"
"327" "ENSG00000066336_SPI1" "chr11" "47354860" "47378576"
"328" "ENSG00000165916_PSMC3" "chr11" "47418769" "47426473"
"329" "ENSG00000030066_NUP160" "chr11" "47778087" "47848555"
"330" "ENSG00000023191_RNH1" "chr11" "494512" "507300"
"331" "ENSG00000213934_HBG1" "chr11" "5248079" "5249859"
"332" "ENSG00000196565_HBG2" "chr11" "5253190" "5505605"
"333" "ENSG00000174775_HRAS" "chr11" "532242" "537287"
"334" "ENSG00000099849_RASSF7" "chr11" "560404" "564021"
"335" "ENSG00000132274_TRIM22" "chr11" "5689689" "5737089"
"336" "ENSG00000134802_SLC43A3" "chr11" "57406954" "57427580"
"337" "ENSG00000134809_TIMM10" "chr11" "57528463" "57530803"
"338" "ENSG00000172409_CLP1" "chr11" "57648992" "57661868"
"339" "ENSG00000156599_ZDHHC5" "chr11" "57667747" "57701187"
"340" "ENSG00000156603_MED19" "chr11" "57703714" "57712323"
"341" "ENSG00000213593_TMX2" "chr11" "57712600" "57740973"
"342" "ENSG00000110031_LPXN" "chr11" "58526871" "58578220"
"343" "ENSG00000186660_ZFP91" "chr11" "58579111" "58621042"
"344" "ENSG00000166801_FAM111A" "chr11" "59142748" "59155039"
"345" "ENSG00000166889_PATL1" "chr11" "59636716" "59668980"
"346" "ENSG00000166900_STX3" "chr11" "59713456" "59805882"
"347" "ENSG00000110077_MS4A6A" "chr11" "60172014" "60184666"
"348" "ENSG00000110079_MS4A4A" "chr11" "60185702" "60317944"
"349" "ENSG00000166926_MS4A6E" "chr11" "60334831" "60396596"
"350" "ENSG00000166927_MS4A7" "chr11" "60378482" "60395951"
"351" "ENSG00000166928_MS4A14" "chr11" "60378530" "60417756"
"352" "ENSG00000183134_PTGDR2" "chr11" "60850940" "60855971"
"353" "ENSG00000110108_TMEM109" "chr11" "60913874" "60923443"
"354" "ENSG00000167987_VPS37C" "chr11" "61130256" "61161617"
"355" "ENSG00000229183_PGA4" "chr11" "61222216" "61231927"
"356" "ENSG00000256713_PGA5" "chr11" "61241042" "61251448"
"357" "ENSG00000185507_IRF7" "chr11" "612553" "615999"
"358" "ENSG00000187049_TMEM216" "chr11" "61391687" "61398863"
"359" "ENSG00000134780_DAGLA" "chr11" "61680433" "61747001"
"360" "ENSG00000134825_TMEM258" "chr11" "61768501" "61792802"
"361" "ENSG00000149485_FADS1" "chr11" "61799625" "61829318"
"362" "ENSG00000167994_RAB3IL1" "chr11" "61897301" "61920269"
"363" "ENSG00000167995_BEST1" "chr11" "61949821" "61965515"
"364" "ENSG00000167996_FTH1" "chr11" "61959718" "61967660"
"365" "ENSG00000051009_FAM160A2" "chr11" "6211335" "6234711"
"366" "ENSG00000162174_ASRGL1" "chr11" "62337448" "62393412"
"367" "ENSG00000124942_AHNAK" "chr11" "62433542" "62556235"
"368" "ENSG00000149499_EML3" "chr11" "62602218" "62612765"
"369" "ENSG00000162194_LBHD1" "chr11" "62662817" "62672255"
"370" "ENSG00000168000_BSCL2" "chr11" "62690275" "62709845"
"371" "ENSG00000162222_TTC9C" "chr11" "62728069" "62740293"
"372" "ENSG00000168569_TMEM223" "chr11" "62771629" "62792021"
"373" "ENSG00000185475_TMEM179B" "chr11" "62787415" "62790405"
"374" "ENSG00000162231_NXF1" "chr11" "62792123" "62806302"
"375" "ENSG00000162236_STX5" "chr11" "62806897" "62832088"
"376" "ENSG00000170955_CAVIN3" "chr11" "6318946" "6320647"
"377" "ENSG00000133317_LGALS12" "chr11" "63506084" "63516774"
"378" "ENSG00000133321_RARRES3" "chr11" "63536809" "63546462"
"379" "ENSG00000176485_PLA2G16" "chr11" "63573195" "63616883"
"380" "ENSG00000184743_ATL3" "chr11" "63624087" "63671921"
"381" "ENSG00000133318_RTN3" "chr11" "63681446" "63759891"
"382" "ENSG00000176340_COX8A" "chr11" "63974607" "63976543"
"383" "ENSG00000167770_OTUB1" "chr11" "63985853" "64001811"
"384" "ENSG00000149743_TRPT1" "chr11" "64223799" "64226254"
"385" "ENSG00000149761_NUDT22" "chr11" "64225941" "64230686"
"386" "ENSG00000173511_VEGFB" "chr11" "64234538" "64238793"
"387" "ENSG00000173113_TRMT112" "chr11" "64316460" "64318084"
"388" "ENSG00000126432_PRDX5" "chr11" "64318088" "64321811"
"389" "ENSG00000168071_CCDC88B" "chr11" "64340223" "64357534"
"390" "ENSG00000162302_RPS6KA4" "chr11" "64359148" "64372215"
"391" "ENSG00000168066_SF1" "chr11" "64764606" "64778786"
"392" "ENSG00000110047_EHD1" "chr11" "64851642" "64888296"
"393" "ENSG00000110025_SNX15" "chr11" "65027408" "65040572"
"394" "ENSG00000168060_NAALADL1" "chr11" "65044818" "65058549"
"395" "ENSG00000014216_CAPN1" "chr11" "65180566" "65212006"
"396" "ENSG00000014138_POLA2" "chr11" "65261762" "65305589"
"397" "ENSG00000149798_CDC42EP2" "chr11" "65314818" "65322429"
"398" "ENSG00000133884_DPF2" "chr11" "65333754" "65353249"
"399" "ENSG00000168056_LTBP3" "chr11" "65538805" "65558930"
"400" "ENSG00000176973_FAM89B" "chr11" "65572349" "65574198"
"401" "ENSG00000173327_MAP3K11" "chr11" "65597755" "65615382"
